SCHID,C0110,C0112,C0114,C0116,C0120,C0121,C0122,C0125,C0129,C0134,C0136,C0138,C0140,C0139,C0141,C0143,C0142,C0144,C0146,C0150,C0153,C0155,C0158,C0162,C0166,C0170,C0169,C0161,C0157,C0163,C0165,C0167,C0174,C0183,C0176,C0181,C0175,C0177,C0179,C0186,C0600,C0602,C0604,C0606,C0608,C0190,C0192,C0196,C0198,C0204,C0206,C0208,C0210,C0212,C0214,C0216,C0218,C0610,C0612,C0614,C0616,C0618,C0621,C0622,C0624,C0626,C0628,C0630,C0632,C0636,C0638,C0640,C0642,C0644,C0646,C0648,C0650,C0652,C0654,C0656,C0658,C0660,C0661,C0663,C0665,C0667,C0669,C0671,C0674,C0676,C0678,C0681,C0682,C0684,C0686,C0266,C0268,C0265,C0267,C0269,C0270,C0272,C0278,C0271,C0273,C0274,C0276,C0277,C0279,C0280,C0282,C0284,C0286,C0288,C0290,C0292,C0294,C0296,C0298,C0300,C0302,C0304,C0690_R,C0705,C0688,C0374,C0376,C0378,C0381,C0383,C0385,C0387,C0382,C0380,C0384,C0386,C0389,C0391,C0393,C0402,C0404,C0406,C0408,C0410,C0412,C0422,C0424,C0426,C0428,C0430,C0432,C0434,C0436,C0442,C0444,C0446,C0448,C0450,C0452,C0454,C0456,C0532,C0534,C0536,C0538,C0560,C0562,C0568,C0570,C0572,C0578,C0578_DD,C0578_MM,C0578_YY,C0578_SOURCE,C0014_R,C0016_R,C0580,STRATA,CRISIS18,DISALC18,DISDRUG18,DISFIRE18,DISWEAP18,INCID18,INCPOL18,NONVIOINC18,NONVIOPOL18,OTHACT18,OUTSUS18,PROBWK18,SEC_FT18,SEC_PT18,STUOFF18,SVINC18,SVPOL18,VIOINC18,VIOPOL18,FR_URBAN,FR_LVEL,FR_SIZE,FINALWGT,REPFWT1,REPFWT2,REPFWT3,REPFWT4,REPFWT5,REPFWT6,REPFWT7,REPFWT8,REPFWT9,REPFWT10,REPFWT11,REPFWT12,REPFWT13,REPFWT14,REPFWT15,REPFWT16,REPFWT17,REPFWT18,REPFWT19,REPFWT20,REPFWT21,REPFWT22,REPFWT23,REPFWT24,REPFWT25,REPFWT26,REPFWT27,REPFWT28,REPFWT29,REPFWT30,REPFWT31,REPFWT32,REPFWT33,REPFWT34,REPFWT35,REPFWT36,REPFWT37,REPFWT38,REPFWT39,REPFWT40,REPFWT41,REPFWT42,REPFWT43,REPFWT44,REPFWT45,REPFWT46,REPFWT47,REPFWT48,REPFWT49,REPFWT50,IC0110,IC0112,IC0114,IC0116,IC0120,IC0121,IC0122,IC0125,IC0129,IC0134,IC0136,IC0138,IC0140,IC0139,IC0141,IC0143,IC0142,IC0144,IC0146,IC0150,IC0153,IC0155,IC0158,IC0162,IC0166,IC0170,IC0169,IC0161,IC0157,IC0163,IC0165,IC0167,IC0174,IC0183,IC0176,IC0181,IC0175,IC0177,IC0179,IC0186,IC0600,IC0602,IC0604,IC0606,IC0608,IC0190,IC0192,IC0196,IC0198,IC0204,IC0206,IC0208,IC0210,IC0212,IC0214,IC0216,IC0218,IC0610,IC0612,IC0614,IC0616,IC0618,IC0621,IC0622,IC0624,IC0626,IC0628,IC0630,IC0632,IC0636,IC0638,IC0640,IC0642,IC0644,IC0646,IC0648,IC0650,IC0652,IC0654,IC0656,IC0658,IC0660,IC0661,IC0663,IC0665,IC0667,IC0669,IC0671,IC0674,IC0676,IC0678,IC0681,IC0682,IC0684,IC0686,IC0266,IC0268,IC0265,IC0267,IC0269,IC0270,IC0272,IC0278,IC0271,IC0273,IC0274,IC0276,IC0277,IC0279,IC0280,IC0282,IC0284,IC0286,IC0288,IC0290,IC0292,IC0294,IC0296,IC0298,IC0300,IC0302,IC0304,IC0705,IC0688,IC0374,IC0376,IC0378,IC0381,IC0383,IC0385,IC0387,IC0382,IC0380,IC0384,IC0386,IC0389,IC0391,IC0393,IC0402,IC0404,IC0406,IC0408,IC0410,IC0412,IC0422,IC0424,IC0426,IC0428,IC0430,IC0432,IC0434,IC0436,IC0442,IC0444,IC0446,IC0448,IC0450,IC0452,IC0454,IC0456,IC0532,IC0534,IC0536,IC0538,IC0560,IC0562,IC0568,IC0570,IC0572,IC0578,IC0580
4341,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,2,-1,1,1,1,2,2,2,3,2,1,2,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,2,1,3,3,3,2,3,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,1,3,1,2,2,2,2,4,4,3,3,5,5,5,5,4,4,4,5,2,3,2,1,2,2,-1,1,1,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,20,50,25,6,2,2,95,305,172,04112018,11,4,2018,0,1,4,90,342,5,-1,8,-1,-1,34,11,14,8,21,5,0,7,0,26,2,2,20,3,2,3,4,9.6961,9.8404,9.8262,10.0494,9.7414,9.9016,9.7826,9.9812,9.8216,9.9897,9.9078,9.8985,9.9325,9.9776,9.6853,10.0119,9.8409,9.9453,9.8180,9.9546,9.9612,0.0000,9.8841,9.9381,9.8951,9.8931,10.0466,9.8967,9.8727,9.9846,9.8993,9.9184,9.8207,10.0227,10.0424,9.8307,9.9412,9.6439,10.0158,9.9735,9.9539,9.7610,9.9143,9.8961,9.8134,9.7951,9.8167,9.9133,9.7651,9.9236,9.8240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,1,1,1,2,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,3,2,1,2,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,3,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,3,4,4,4,4,3,3,2,5,4,3,4,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,20,50,70,8,4,3,95,10,10,03152018,15,3,2018,0,1,1,10,233,8,3,-1,-1,-1,23,23,9,9,9,2,3,2,1,12,4,4,14,14,3,2,3,11.7560,11.9818,12.2078,12.2993,12.0368,12.1109,11.9797,12.1245,12.4408,12.3043,12.1480,12.3063,11.9493,11.9849,0.0000,12.0043,12.0037,12.2178,12.0550,12.0474,12.0506,12.1176,11.9101,12.0521,11.8836,12.0904,11.9510,11.5875,11.9358,11.7663,11.9374,11.6059,11.8413,11.8904,12.1112,11.7820,11.9236,11.8747,11.7918,11.9251,11.7741,11.9544,11.8578,11.8686,12.0111,12.1286,11.8173,11.8449,11.9598,11.9875,12.3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,-1,2,2,2,1,1,4,4,1,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,1,2,3,3,3,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,2,1,2,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,1,97,97,6,3,3,97,10,15,05142018,14,5,2018,0,-2,12,30,121,5,-1,-1,-1,-1,10,0,0,0,5,0,0,0,0,5,0,0,10,0,1,1,2,53.5619,55.7822,54.7703,54.0499,54.9509,54.7372,53.8709,54.5557,54.1615,55.6716,54.3012,55.2879,54.6861,54.7671,53.8906,55.0520,54.5610,54.1865,54.2799,53.7364,54.9189,54.6060,53.4558,54.7997,54.6694,55.4931,54.9999,53.4972,54.3311,54.7798,54.5693,54.7896,54.4222,54.7815,54.7310,54.8953,0.0000,55.5301,54.3096,54.8316,55.4448,54.1776,54.7997,55.1246,54.2901,54.7899,54.6473,55.0041,54.5794,55.2056,54.2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,3,2,1,2,1,1,4,4,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,1,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,4,4,5,5,5,5,5,5,5,4,5,4,5,4,2,-1,2,-1,1,2,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,1,10,85,90,2,2,2,96,25,18,02272018,27,2,2018,0,1,4,40,122,6,-1,-1,-1,-1,1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,2,1,2,71.3154,70.1949,69.4460,72.6781,73.5059,72.9634,72.5869,73.1997,72.6326,72.4746,71.9232,73.1650,71.9598,73.4780,73.5763,73.3503,70.7715,70.8723,71.6077,71.0764,73.2697,72.9754,74.0827,73.0207,72.8412,72.0149,73.8105,71.1453,73.0551,72.1666,0.0000,71.6731,74.1114,74.8097,74.1026,73.6233,73.0165,74.8609,71.4791,73.2981,69.3539,72.5253,74.1463,72.9524,75.1896,73.8298,73.4775,74.9953,73.1954,71.0665,73.7578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4064,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,3,4,1,1,1,1,1,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,1,2,2,3,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,3,2,2,3,2,2,3,3,3,3,3,2,2,1,5,3,5,5,5,5,5,5,5,5,5,4,5,5,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,20,50,40,0,2,3,95,79,66,05312018,31,5,2018,0,1,-2,-2,133,8,-1,-1,-1,-1,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0,3,1,3,55.0908,57.4202,57.3924,57.2517,56.9916,57.6490,55.8843,57.1782,56.0020,56.9221,55.8187,0.0000,56.1600,56.8369,57.4159,57.8004,55.4802,56.3616,56.4246,57.0259,56.0037,56.6007,55.5832,56.1973,55.7589,57.0812,56.5087,54.7784,56.3840,54.3224,56.2080,55.1345,54.5221,56.4083,56.7383,54.8695,55.8459,55.9382,56.7767,55.5168,56.0141,55.8873,56.1650,56.5941,56.0797,55.9523,55.0186,55.1424,55.2761,56.2495,56.9722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0
2049,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,-1,1,1,1,2,2,1,4,2,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,1,1,2,3,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,2,3,2,3,3,3,3,3,2,2,3,3,3,3,2,2,2,4,3,4,3,5,4,4,5,4,4,5,2,3,3,2,-1,1,1,1,2,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,10,35,70,6,4,3,95,28,25,03272018,27,3,2018,0,1,11,40,324,7,1,2,-1,2,26,6,17,6,8,0,0,0,0,9,0,0,9,0,4,3,2,14.7010,15.0934,14.9225,15.2764,15.0289,14.8576,15.1322,15.0261,14.7850,15.0757,15.0816,15.0496,14.9172,15.0443,15.1768,14.7907,15.1934,14.9031,14.8620,14.8656,15.0034,15.1904,15.2296,15.1081,14.9505,15.1566,14.8480,14.9962,0.0000,14.8624,14.8208,14.9428,15.2827,15.1192,15.0290,14.9185,15.2932,15.1585,14.6850,14.9897,14.8026,14.9056,14.9793,15.0119,14.8846,15.2030,15.1598,14.7888,14.7860,14.7671,15.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0509,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,1,2,2,1,2,1,1,2,2,1,2,-1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,1,2,2,2,2,3,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,2,3,3,2,3,2,1,2,3,2,2,2,2,2,1,1,4,4,5,4,3,4,4,4,4,5,3,3,4,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,20,50,75,6,3,3,93,20,25,03272018,27,3,2018,2,1,2,60,324,4,-1,-1,-1,-1,16,6,13,4,0,1,1,0,1,4,1,1,3,2,4,3,2,14.7010,15.0934,14.9225,15.2764,15.0289,14.8576,15.1322,15.0261,14.7850,15.0757,15.0816,15.0496,14.9172,15.0443,15.1768,0.0000,15.1934,14.9031,14.8620,14.8656,15.0034,15.1904,15.2296,15.1081,14.9505,15.1566,14.8480,14.9962,15.1024,14.8624,14.8208,14.9428,15.2827,15.1192,15.0290,14.9185,15.2932,15.1585,14.6850,14.9897,14.8026,14.9056,14.9793,15.0119,14.8846,15.2030,15.1598,14.7888,14.7860,14.7671,15.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3617,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,-1,2,2,2,2,2,3,3,2,2,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,3,3,3,1,3,2,-1,-1,2,-1,-1,1,1,2,3,2,1,3,2,2,1,1,2,1,2,1,2,1,2,2,1,2,3,1,3,3,3,3,3,2,3,3,2,3,3,2,2,1,4,4,4,5,5,4,4,4,4,4,5,3,3,3,2,-1,1,1,1,2,1,1,2,-1,2,-1,1,2,1,2,1,1,1,1,1,2,15,40,25,8,3,3,96,11,16,02282018,28,2,2018,0,1,8,60,214,5,-1,-1,-1,-1,5,1,2,0,6,0,0,0,1,3,0,0,3,1,4,2,1,29.5809,30.3743,28.7373,30.5605,30.1702,0.0000,30.0550,29.6085,29.9646,30.1173,29.5539,30.3195,30.0411,30.6566,30.3296,30.2871,30.7059,29.7549,30.0425,30.9493,29.8644,30.7917,30.0365,29.7636,30.3838,30.7206,30.1304,30.9115,30.3124,30.3469,31.1663,29.7808,30.3212,30.8374,29.9729,31.0293,29.7165,30.3223,30.8626,30.1802,29.9037,30.3800,29.8657,30.2429,30.0532,29.5322,29.8527,29.1267,30.1652,30.2051,30.1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,1,1,1,2,2,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1,2,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,3,3,3,3,1,1,1,2,2,-1,-1,3,3,3,3,2,3,3,1,1,1,1,1,1,2,1,1,1,1,2,2,2,3,2,3,2,3,2,3,3,2,3,3,3,3,2,2,1,4,4,4,4,4,4,4,5,4,4,5,4,4,4,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,1,20,70,50,7,3,3,92,20,12,03192018,19,3,2018,2,1,2,35,333,5,3,19,-1,3,31,26,30,25,16,7,0,1,0,26,0,0,1,1,3,3,3,16.3808,16.4172,16.8081,16.4830,16.7960,16.9477,16.9158,16.8580,16.4222,16.5208,16.3095,16.8784,16.9497,0.0000,16.9527,17.0494,16.5074,16.4973,16.7654,16.5387,16.9404,16.6502,16.7371,16.5072,16.7972,16.6419,16.6762,16.6590,16.6194,16.5778,16.7133,16.6971,16.6085,16.7803,16.2042,16.5393,16.7393,16.7242,16.9556,16.6578,16.9264,16.3888,16.4199,16.6291,17.0851,16.6905,16.6690,17.1624,16.8508,17.1210,16.9678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3133,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,1,2,1,2,1,3,3,2,1,1,1,2,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,3,3,3,3,3,1,2,1,2,-1,-1,1,1,2,2,2,2,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,4,4,4,4,5,4,5,4,4,5,4,4,4,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,20,50,50,6,3,3,95,50,50,05152018,15,5,2018,0,1,3,40,231,8,-1,5,-1,-1,29,23,11,11,8,0,0,0,2,9,3,2,18,12,1,2,3,14.2743,14.8434,14.6663,14.7190,14.8100,14.3540,14.2120,14.3658,14.2878,0.0000,14.6588,14.8722,14.4216,14.9538,14.4368,14.5989,14.6004,14.5588,14.6701,14.1813,14.4869,14.7132,14.2446,14.4701,14.3603,14.6396,14.7186,14.3657,14.5136,14.4487,14.5942,14.5705,14.5682,14.5380,14.6468,14.7198,14.5405,14.6337,14.4885,14.6035,14.5517,14.4146,14.7030,14.5253,14.6421,14.7152,14.5319,14.6315,14.6625,14.4594,14.6688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,4,2,1,1,1,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,2,2,2,3,3,3,3,1,1,1,1,2,1,1,2,1,1,2,1,1,2,3,3,3,3,3,3,3,2,3,3,3,3,3,1,2,1,4,3,4,4,5,4,5,5,4,4,5,2,3,3,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,2,1,1,1,1,2,-1,15,60,60,4,3,3,95,60,61,03162018,16,3,2018,0,1,22,50,233,6,-1,1,-1,-1,21,3,14,3,4,1,0,0,0,6,0,0,7,0,3,2,3,12.7847,12.8765,13.1306,13.2180,13.0788,13.2825,13.3607,13.3031,12.8806,13.0775,12.9093,13.1350,13.2656,13.2212,13.1517,13.2366,13.2022,13.0538,13.3737,13.1073,13.3252,13.0896,13.1271,12.9204,12.8971,12.9398,12.8856,12.8440,0.0000,12.8726,13.1179,12.9616,12.8561,13.0062,12.6647,12.8743,13.1045,13.0446,12.7899,12.9190,12.9764,12.7803,13.0585,12.7397,13.0875,13.0193,12.8756,13.0866,13.0701,13.1577,13.3541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
